date,BTC,ETH,BNB,XRP,ADA,DOGE,SOL,DOT,AVAX,LINK
2020-08-06,63529.08502,821379.08397,2442941.26,315511639.9,279832944.9,908946142.0,,,,9041552.6
2020-08-07,65755.926022,1041207.35946,2770775.51,350058017.3,335277998.8,886076044.0,,,,11737996.62
2020-08-08,41858.16104,623029.78053,2408862.4,180632239.2,300085230.7,624969060.0,,,,28681387.91
2020-08-09,41493.067342,594900.58133,2112178.17,194741043.2,404020544.5,587442093.0,,,,28455039.72
2020-08-10,84952.337887,826969.90633,2108928.42,357730182.0,338241373.9,826540351.0,,,,17912553.32
2020-08-11,90748.284634,992412.6023,3211543.44,454328410.0,335301733.6,1215986149.0,1552384.78,,,17514622.42
2020-08-12,64909.613644,751848.7983,2455644.02,301659248.8,409416032.2,829060692.0,1737042.95,,,23116748.13
2020-08-13,70132.491502,1511330.7732,3079217.71,343559052.2,370696719.4,1141424689.0,1685759.24,,,30941693.96
2020-08-14,59818.852697,1109670.94324,3820214.92,419013955.8,236113113.1,852114289.0,1474161.79,,,11352121.05
2020-08-15,56237.90505,681698.5971,2752160.06,323612283.2,278280169.4,1065565878.0,1070233.2,,,17941112.01
2020-08-16,41368.236906,716666.25258,2705823.75,272817352.5,208158137.1,756283319.0,668106.53,,,10757844.39
2020-08-17,84734.21154,868870.64996,2423484.1,598471473.5,385519511.7,1596549440.0,729413.64,,,13542369.79
2020-08-18,75923.835527,743254.57018,2531759.28,406775389.7,265797226.3,1122350625.0,2713115.94,6039881.97,,27088057.76
2020-08-19,73940.169606,978339.69221,2128074.03,390658603.2,344298320.3,865075768.0,1433243.76,15895774.92,,18401947.05
2020-08-20,46085.254351,663555.73445,2246864.02,217335773.0,243493668.9,483184322.0,1277827.32,11040863.6,,11077161.69
2020-08-21,64448.306142,860998.7256,2493196.51,295142831.1,325572514.7,1082335183.0,1131895.9,9765153.74,,26181371.6
2020-08-22,43678.701646,643235.76543,1892077.61,200686126.8,239238199.5,663901289.0,1169417.78,41611476.51,,16713843.17
2020-08-23,37900.00469,445317.81989,1618992.6,147758018.4,176404681.9,449353268.0,1198036.69,23845309.65,,10766009.01
2020-08-24,46212.391867,717403.81877,1877744.04,163849857.2,192049653.6,697239432.0,1315196.06,25843953.12,,8460822.0
2020-08-25,69590.923272,970445.38395,2271280.88,234190707.5,538469253.0,804352786.0,1149187.37,39457369.99,,12813252.0
2020-08-26,53998.231231,738690.7794,2500162.91,153029000.5,291146015.7,573094887.0,2290030.56,37811519.74,,11417184.57
2020-08-27,63246.036383,877763.73658,2927744.89,271350415.9,397313718.2,811879341.0,2412974.8,42626336.42,,11695421.1
2020-08-28,45953.908365,732601.46905,2545445.75,161315866.7,254837464.6,414648220.0,2581936.84,24019172.63,,7263858.01
2020-08-29,32973.7992,659802.63344,1854485.72,120917456.4,219865981.9,443081651.0,1342844.2,15360444.96,,12476977.78
2020-08-30,43177.879054,894979.71788,1908490.67,157541548.0,208755018.0,456619299.0,1815681.99,13266535.91,,12067693.46
2020-08-31,55353.617744,1040748.68881,1767387.78,164541572.9,459272450.5,792397030.0,1497129.12,13564047.71,,9615963.27
2020-09-01,78148.193668,1751354.57719,4442974.1,292160051.6,330906806.9,728992095.0,1267574.76,16330264.82,,9246701.59
2020-09-02,87221.845602,1880642.46853,5879568.29,367857288.9,399997912.3,758139570.0,2002058.36,15500500.04,,10432171.58
2020-09-03,121950.106015,2408569.34151,7231336.21,375303316.2,621880720.2,1202524192.0,3275612.26,21239867.51,,17461923.93
2020-09-04,92733.599113,1806488.22474,5306193.02,347276927.6,764723646.7,1128781264.0,2052197.24,28314850.39,,18649479.71
2020-09-05,90001.605568,2777166.51389,4589184.15,343014820.3,648238071.4,1058743832.0,4426267.38,32791302.31,,25530147.88
2020-09-06,56368.788815,2017811.14721,8105158.28,245971020.2,391668905.2,1165434272.0,2898758.91,23608694.54,,21900428.59
2020-09-07,62620.230676,1740618.42462,5454222.91,217149074.3,382261960.2,930536034.0,2680083.17,16089613.82,,21235045.25
2020-09-08,73491.878418,1400246.82962,5158563.98,185386436.1,413411592.3,602845165.0,1626389.7,10449746.7,,14832129.81
2020-09-09,49347.113776,879760.56255,4016452.51,120931648.7,239528985.2,603901405.0,6691121.99,11225976.14,,10649791.43
2020-09-10,58253.75375,1134287.61137,4199327.55,150794017.7,318516552.9,589054621.0,4356890.66,9912392.07,,15073295.03
2020-09-11,43830.254467,844017.59966,3622605.07,102995486.8,221511294.0,633511688.0,2227636.94,9013005.18,,7498865.16
2020-09-12,35379.153096,766542.31635,6538679.83,90026751.2,171314687.5,538072324.0,1161542.47,12566058.18,,6270783.45
